Age;AnneesPratique;Federe;Nombtr3000;Boussole/GPS;Chaussures;sacados;RadioTel;TrousseSecours;id_proc;pico;Avis;bornes;Sexe
20;18;1;8;0;3;1;1;0;AS;Monte Perdido;2;[20,30[;F
39;2;0;3;1;2;1;1;1;CT;Monte Perdido;1;[30,40[;H
36;2;0;1;1;3;1;1;1;CT;Monte Perdido;2;[30,40[;H
37;2;0;1;1;3;1;1;1;CT;Monte Perdido;3;[30,40[;H
37;2;0;1;1;3;1;1;1;CT;Monte Perdido;1;[30,40[;H
38;4;1;6;1;3;1;1;1;PV;Monte Perdido;3;[30,40[;H
37;4;1;6;1;3;1;1;1;PV;Monte Perdido;1;[30,40[;H
12;1;0;1;1;3;1;1;1;PV;Monte Perdido;5;[10,20[;H
15;1;0;1;1;3;1;1;1;PV;Monte Perdido;5;[10,20[;F
36;4;0;6;1;3;1;1;1;PV;Monte Perdido;3;[30,40[;F
44;4;0;6;1;3;1;1;1;PV;Monte Perdido;1;[40,50[;F
43;4;0;6;1;3;1;1;1;PV;Monte Perdido;5;[40,50[;H
35;12;1;20;1;3;1;1;1;FRA;Monte Perdido;1;[30,40[;H
26;10;0;2;1;3;1;1;1;FRA;Monte Perdido;4;[20,30[;H
28;10;0;3;1;3;1;1;1;FRA;Monte Perdido;4;[20,30[;H
29;10;0;2;1;3;1;1;1;FRA;Monte Perdido;4;[20,30[;F
21;3;0;3;1;3;1;1;1;FRA;Monte Perdido;5;[20,30[;H
23;3;0;3;1;3;1;1;1;FRA;Monte Perdido;1;[20,30[;F
22;3;0;2;1;3;1;1;1;FRA;Monte Perdido;4;[20,30[;F
23;3;0;1;1;3;1;1;1;FRA;Monte Perdido;3;[20,30[;F
54;10;0;3;1;3;1;1;1;FRA;Monte Perdido;2;[50,60[;H
21;3;0;3;1;3;1;1;1;FRA;Monte Perdido;4;[20,30[;H
32;3;0;2;0;3;1;0;0;CT;Monte Perdido;1;[30,40[;H
21;3;0;2;0;3;1;0;0;CT;Monte Perdido;1;[20,30[;H
20;3;0;2;0;3;1;0;0;CT;Monte Perdido;2;[20,30[;H
24;2;0;2;0;3;1;0;0;CT;Monte Perdido;3;[20,30[;H
25;14;0;2;0;3;1;0;0;CT;Monte Perdido;3;[20,30[;H
25;5;0;5;0;3;1;0;0;CT;Monte Perdido;2;[20,30[;H
23;13;1;1;1;3;1;0;1;GA;Monte Perdido;4;[20,30[;H
31;5;1;2;1;3;1;1;1;CT;Monte Perdido;3;[30,40[;H
28;5;1;3;1;3;1;1;1;CT;Monte Perdido;5;[20,30[;F
16;10;1;6;1;3;1;1;1;CT;Monte Perdido;4;[10,20[;H
19;10;1;7;1;3;1;1;1;CT;Monte Perdido;4;[10,20[;H
24;6;1;5;1;3;1;1;1;CT;Monte Perdido;3;[20,30[;H
24;6;1;5;1;3;1;1;1;CT;Monte Perdido;4;[20,30[;H
20;2;1;5;1;3;1;1;1;CT;Monte Perdido;1;[20,30[;H
22;3;1;1;1;3;1;1;1;CT;Monte Perdido;4;[20,30[;H
20;5;0;2;1;3;1;1;1;CT;Monte Perdido;2;[20,30[;H
22;5;0;5;1;3;1;1;1;CT;Monte Perdido;1;[20,30[;H
25;5;0;2;1;3;1;1;1;CT;Monte Perdido;5;[20,30[;F
22;5;0;2;1;3;1;1;1;CT;Monte Perdido;2;[20,30[;F
21;5;0;2;1;3;1;1;1;CT;Monte Perdido;2;[20,30[;F
22;5;0;1;1;3;1;1;1;CT;Monte Perdido;1;[20,30[;F
39;20;0;20;0;3;1;1;0;NA;Monte Perdido;2;[30,40[;H
38;30;0;;0;3;1;1;0;NA;Monte Perdido;4;[30,40[;H
36;12;0;1;0;3;1;1;0;NA;Monte Perdido;5;[30,40[;H
25;3;1;6;1;3;1;1;1;CT;Monte Perdido;4;[20,30[;H
30;3;1;6;1;3;1;1;1;CT;Monte Perdido;2;[30,40[;H
26;3;0;3;1;3;1;1;1;CT;Monte Perdido;2;[20,30[;F
29;3;0;4;1;3;1;1;1;CT;Monte Perdido;4;[20,30[;H
30;30;1;1;0;3;1;1;0;POL;Monte Perdido;4;[30,40[;H
34;30;1;1;0;3;1;1;0;POL;Monte Perdido;1;[30,40[;F
39;10;0;2;1;4;1;1;1;CT;Monte Perdido;2;[30,40[;H
24;4;1;2;0;3;1;0;1;NA;Monte Perdido;4;[20,30[;H
24;4;1;2;0;3;1;0;1;NA;Monte Perdido;4;[20,30[;H
24;4;0;2;0;3;1;0;1;NA;Monte Perdido;1;[20,30[;H
38;15;1;5;1;4;1;1;1;FRA;Monte Perdido;2;[30,40[;H
39;;0;2;1;4;1;1;1;FRA;Monte Perdido;1;[30,40[;F
26;6;1;5;1;3;1;0;1;PV;Monte Perdido;3;[20,30[;H
27;3;0;5;1;2;1;0;1;PV;Monte Perdido;4;[20,30[;H
43;;0;5;1;3;1;1;0;CT;Monte Perdido;1;[40,50[;H
22;;0;1;1;3;0;1;0;CT;Monte Perdido;4;[20,30[;H
10;;0;1;1;3;1;1;0;CT;Monte Perdido;3;[10,20[;H
40;30;0;50;1;3;0;1;0;CT;Monte Perdido;4;[40,50[;H
54;30;1;10;1;4;1;1;1;FRA;Monte Perdido;4;[50,60[;H
55;22;1;10;1;5;1;1;1;FRA;Monte Perdido;2;[50,60[;H
29;28;1;20;1;4;1;1;1;FRA;Monte Perdido;3;[20,30[;H
38;30;1;5;0;3;1;1;1;PV;Monte Perdido;4;[30,40[;H
33;10;1;3;0;3;1;1;1;PV;Monte Perdido;4;[30,40[;H
34;10;1;3;0;3;1;1;1;PV;Monte Perdido;1;[30,40[;F
34;10;1;3;0;2;1;1;0;AND;Monte Perdido;1;[30,40[;H
37;10;1;16;1;3;1;1;1;CB;Monte Perdido;2;[30,40[;H
36;10;0;16;1;3;1;1;1;CB;Monte Perdido;5;[30,40[;H
39;10;1;2;1;3;1;0;0;GA;Monte Perdido;1;[30,40[;H
17;;1;3;0;3;1;1;1;CT;Monte Perdido;2;[10,20[;H
15;;0;3;0;3;0;1;1;CT;Monte Perdido;4;[10,20[;H
46;40;1;50;0;3;1;0;0;CT;Monte Perdido;2;[40,50[;H
15;10;1;8;0;3;1;0;0;CT;Monte Perdido;4;[10,20[;F
46;30;1;40;1;4;1;1;1;PV;Monte Perdido;2;[40,50[;H
20;2;0;8;1;3;1;1;1;PV;Monte Perdido;2;[20,30[;H
35;4;0;10;0;4;1;0;1;FRA;Monte Perdido;1;[30,40[;H
36;4;0;5;0;3;1;0;1;FRA;Monte Perdido;4;[30,40[;H
39;4;0;5;0;3;1;0;1;FRA;Monte Perdido;1;[30,40[;F
5;15;1;50;1;4;1;1;1;AR;Monte Perdido;4;[0,10[;H
5;1;1;5;1;4;1;1;1;AR;Monte Perdido;5;[0,10[;H
4;1;1;1;1;4;1;1;1;AR;Monte Perdido;3;[0,10[;F
3;30;1;5;0;3;1;1;1;FRA;Monte Perdido;1;[0,10[;H
4;30;1;5;0;3;1;1;1;FRA;Monte Perdido;3;[0,10[;H
3;20;1;5;0;3;1;1;1;FRA;Monte Perdido;4;[0,10[;F
47;20;0;20;0;3;1;0;1;FRA;Monte Perdido;2;[40,50[;H
46;20;0;10;0;3;1;0;1;FRA;Monte Perdido;2;[40,50[;F
36;20;1;100;1;4;1;0;1;FRA;Monte Perdido;3;[30,40[;H
43;30;1;200;1;4;1;0;1;FRA;Monte Perdido;2;[40,50[;H
44;0;1;0;1;4;1;0;1;FRA;Monte Perdido;5;[40,50[;H
30;4;0;3;1;3;1;1;1;FRA;Monte Perdido;3;[30,40[;H
38;20;1;5;1;3;1;0;1;CT;Garmo Negro;4;[30,40[;H
35;20;1;2;1;3;1;0;1;CT;Garmo Negro;3;[30,40[;H
47;20;1;20;1;4;1;0;1;CT;Garmo Negro;4;[40,50[;H
47;30;1;10;1;3;1;0;1;CT;Garmo Negro;5;[40,50[;H
38;20;1;100;1;3;1;0;1;CT;Garmo Negro;5;[30,40[;H
24;2;1;4;1;4;1;0;1;CT;Garmo Negro;1;[20,30[;H
30;3;1;8;1;3;1;0;1;CT;Garmo Negro;3;[30,40[;F
39;20;1;20;1;3;1;0;1;CT;Garmo Negro;4;[30,40[;F
23;2;1;4;1;3;1;0;1;CT;Garmo Negro;5;[20,30[;F
34;7;0;9;1;3;1;1;1;M;Posets;5;[30,40[;H
32;7;0;9;1;3;0;1;1;M;Posets;5;[30,40[;F
26;4;0;2;1;3;1;1;1;CT;Posets;1;[20,30[;H
28;4;0;2;1;3;1;1;1;CT;Posets;3;[20,30[;F
27;12;0;6;1;3;1;1;0;CT;Posets;1;[20,30[;H
28;8;0;6;1;3;1;1;0;CT;Posets;4;[20,30[;F
10;8;0;1;1;3;1;1;0;CT;Posets;3;[10,20[;F
29;9;1;1;1;3;1;0;0;CT;Posets;1;[20,30[;H
27;9;1;1;1;3;1;0;0;CT;Posets;1;[20,30[;F
37;20;1;100;1;4;1;1;1;PV;Posets;1;[30,40[;H
36;15;1;50;1;4;1;1;1;PV;Posets;1;[30,40[;H
35;15;1;50;1;4;1;1;1;PV;Posets;5;[30,40[;H
27;13;1;10;1;4;1;1;0;CN;Posets;2;[20,30[;H
22;4;1;2;1;3;1;1;0;CN;Posets;2;[20,30[;H
21;11;1;11;1;4;1;1;0;CN;Posets;3;[20,30[;H
30;15;0;1;1;3;1;1;1;POL;Posets;1;[30,40[;H
21;15;0;1;1;3;1;1;1;POL;Posets;1;[20,30[;F
32;6;1;10;0;3;1;0;1;PV;Posets;1;[30,40[;H
36;6;1;10;0;3;1;0;1;PV;Posets;4;[30,40[;F
34;15;1;8;0;4;1;1;1;VC;Posets;5;[30,40[;H
36;4;1;2;0;4;1;1;1;VC;Posets;2;[30,40[;H
36;5;1;2;0;4;1;1;1;VC;Posets;3;[30,40[;H
31;1;0;2;0;4;1;1;1;VC;Posets;5;[30,40[;H
41;24;0;8;0;3;1;0;0;CL;Posets;5;[40,50[;H
53;12;1;8;1;3;1;1;1;PV;Posets;2;[50,60[;H
50;12;1;8;1;3;1;1;1;PV;Posets;4;[50,60[;H
47;12;1;1;1;3;1;1;1;PV;Posets;2;[40,50[;H
46;12;1;8;1;3;1;1;1;PV;Posets;4;[40,50[;H
34;20;0;3;1;3;1;1;0;CL;Posets;1;[30,40[;H
67;10;1;5;1;3;1;1;1;FRA;Posets;4;[60,70[;H
59;15;1;3;1;3;1;1;1;FRA;Posets;4;[50,60[;H
33;25;1;7;1;3;1;1;1;FRA;Posets;3;[30,40[;F
27;5;1;4;1;3;1;1;1;FRA;Posets;1;[20,30[;F
33;5;1;15;1;3;1;1;1;FRA;Posets;3;[30,40[;F
56;5;1;2;1;3;1;1;1;FRA;Posets;5;[50,60[;F
50;7;1;15;1;4;1;1;1;FRA;Posets;2;[50,60[;F
61;15;1;8;1;3;1;1;1;FRA;Posets;3;[60,70[;F
30;30;0;10;1;4;1;1;1;VC;Posets;3;[30,40[;H
31;3;0;4;1;3;1;1;1;VC;Posets;2;[30,40[;H
32;3;1;5;1;2;0;1;0;PV;Posets;3;[30,40[;H
34;13;1;5;1;3;1;1;0;PV;Posets;2;[30,40[;H
32;5;1;5;1;3;1;1;0;PV;Posets;4;[30,40[;H
29;25;1;70;1;3;1;1;1;CL;Posets;3;[20,30[;H
50;40;0;6;1;3;1;1;1;CL;Posets;5;[50,60[;H
48;20;0;6;1;3;1;1;1;CL;Posets;2;[40,50[;F
12;2;0;6;1;3;0;1;1;VC;Posets;4;[10,20[;H
11;5;1;6;1;3;0;1;1;VC;Posets;5;[10,20[;H
32;20;1;12;1;3;1;1;1;VC;Posets;1;[30,40[;H
33;20;1;16;1;3;1;1;1;VC;Posets;5;[30,40[;F
45;32;1;12;1;4;1;1;1;M;Posets;2;[40,50[;H
25;2;1;1;1;4;1;1;1;VC;Posets;2;[20,30[;H
26;6;1;10;1;3;1;1;1;VC;Posets;2;[20,30[;H
31;8;0;10;1;3;1;1;1;FRA;Posets;4;[30,40[;H
35;10;0;10;1;3;1;1;1;FRA;Posets;4;[30,40[;H
23;8;1;5;1;4;0;1;1;AS;Posets;2;[20,30[;H
27;15;1;6;1;3;1;1;1;AS;Posets;2;[20,30[;H
29;15;1;2;1;4;1;1;1;AS;Posets;1;[20,30[;H
28;12;1;6;0;3;1;1;1;PV;Posets;5;[20,30[;H
29;12;1;6;0;3;1;1;1;PV;Posets;2;[20,30[;H
44;27;0;50;1;3;1;1;0;VC;Posets;2;[40,50[;H
19;15;0;15;1;3;1;1;0;VC;Posets;3;[10,20[;H
31;9;0;10;1;4;1;1;0;VC;Posets;3;[30,40[;H
52;40;0;100;1;3;1;1;0;VC;Posets;2;[50,60[;H
25;8;1;5;0;4;1;0;1;FRA;Posets;4;[20,30[;H
43;18;1;40;1;3;1;1;1;PV;Posets;3;[40,50[;H
22;7;1;7;0;3;1;1;1;PV;Posets;2;[20,30[;H
30;7;1;7;0;3;1;1;1;PV;Posets;2;[30,40[;F
38;4;0;3;1;4;1;1;0;M;Posets;3;[30,40[;H
35;14;1;20;1;4;1;1;0;NA;Posets;4;[30,40[;H
42;30;1;300;1;3;1;1;0;MU;Aragüells;1;[40,50[;H
36;10;0;3;1;3;1;1;0;MU;Aragüells;5;[30,40[;H
38;5;0;3;1;3;1;1;0;MU;Aragüells;4;[30,40[;F
28;12;0;1;1;3;1;1;1;VC;Aragüells;4;[20,30[;H
24;8;0;1;1;3;1;1;1;VC;Aragüells;2;[20,30[;F
33;15;0;25;0;3;1;1;0;CT;Aragüells;4;[30,40[;H
39;8;0;3;0;3;1;1;0;CT;Aragüells;1;[30,40[;F
52;25;1;20;0;4;1;1;1;PV;Garmo Negro;1;[50,60[;H
49;25;1;20;0;4;1;1;1;PV;Garmo Negro;2;[40,50[;F
43;5;0;10;1;4;1;1;1;FRA;Garmo Negro;2;[40,50[;H
22;7;1;2;1;3;1;1;1;PV;Garmo Negro;3;[20,30[;H
21;8;0;13;1;3;1;1;1;PV;Garmo Negro;4;[20,30[;H
25;1;0;10;1;3;1;1;1;PV;Garmo Negro;5;[20,30[;H
58;30;0;1;1;3;1;1;0;PV;Garmo Negro;3;[50,60[;H
55;30;0;4;1;3;1;1;0;PV;Garmo Negro;3;[50,60[;H
44;20;1;50;0;3;1;0;0;PV;Garmo Negro;5;[40,50[;H
38;10;1;1;0;3;1;0;0;PV;Garmo Negro;4;[30,40[;F
44;22;1;25;0;3;1;1;1;M;Garmo Negro;5;[40,50[;H
38;20;1;20;0;3;1;1;1;M;Garmo Negro;2;[30,40[;F
23;10;1;20;0;3;1;1;1;PV;Garmo Negro;1;[20,30[;H
20;20;1;30;0;3;1;1;0;PV;Garmo Negro;2;[20,30[;H
60;20;1;50;0;3;1;1;0;PV;Garmo Negro;4;[60,70[;H
23;8;1;55;1;4;1;1;1;CT;Garmo Negro;2;[20,30[;H
29;1;1;11;1;3;1;1;1;CT;Garmo Negro;1;[20,30[;F
38;15;0;40;1;3;1;1;0;NA;Garmo Negro;1;[30,40[;H
33;0;0;2;1;3;1;1;0;NA;Garmo Negro;3;[30,40[;F
25;10;1;5;0;4;1;1;0;CT;Bisaurín;4;[20,30[;H
26;5;1;5;0;4;1;1;0;CT;Bisaurín;5;[20,30[;F
53;20;1;50;1;4;1;1;1;LR;Bisaurín;1;[50,60[;H
41;15;1;12;1;4;1;1;1;LR;Bisaurín;2;[40,50[;H
46;20;0;20;0;4;1;1;1;AR;Bisaurín;5;[40,50[;H
50;20;1;20;0;4;1;1;1;AR;Bisaurín;2;[50,60[;H
49;20;1;20;0;4;1;1;1;AR;Bisaurín;3;[40,50[;H
45;20;0;20;0;3;1;1;1;AR;Bisaurín;4;[40,50[;H
16;10;0;8;0;3;1;1;1;AR;Bisaurín;2;[10,20[;H
18;10;0;8;0;4;1;1;1;AR;Bisaurín;5;[10,20[;H
19;6;1;8;0;4;1;1;0;PV;Bisaurín;3;[10,20[;H
50;33;1;20;0;4;1;1;0;PV;Bisaurín;4;[50,60[;H
56;33;0;20;0;4;1;1;0;PV;Bisaurín;1;[50,60[;H
55;33;1;7;0;4;1;1;0;PV;Bisaurín;2;[50,60[;H
54;33;0;20;0;4;1;1;0;PV;Bisaurín;2;[50,60[;H
29;7;0;0;1;3;1;1;1;CL;Bisaurín;2;[20,30[;H
28;7;0;0;1;3;1;1;1;CL;Bisaurín;2;[20,30[;H
30;7;0;0;1;3;1;1;1;CL;Bisaurín;4;[30,40[;H
28;10;0;1;0;4;1;0;1;IRL;Bisaurín;4;[20,30[;H
29;1;0;0;0;4;1;0;1;IRL;Bisaurín;3;[20,30[;F
39;4;1;25;1;3;1;1;0;CT;Bisaurín;5;[30,40[;H
39;25;1;25;1;3;1;1;0;CT;Bisaurín;1;[30,40[;F
38;15;1;50;1;4;1;0;1;AR;Bisaurín;2;[30,40[;H
26;2;0;0;0;3;1;1;0;NA;Bisaurín;1;[20,30[;H
22;2;0;0;0;2;1;1;0;NA;Bisaurín;1;[20,30[;H
41;2;0;0;0;3;1;1;0;NA;Bisaurín;1;[40,50[;H
58;50;1;100;1;3;1;1;1;PV;Bisaurín;3;[50,60[;H
53;50;1;100;1;3;1;1;1;PV;Bisaurín;3;[50,60[;H
27;10;1;0;1;3;1;1;0;PV;Bisaurín;3;[20,30[;H
28;10;1;0;1;3;1;1;0;PV;Bisaurín;4;[20,30[;H
26;10;1;0;1;3;0;1;0;PV;Bisaurín;1;[20,30[;F
50;30;1;0;1;4;1;0;0;PV;Bisaurín;5;[50,60[;H
30;25;1;5;1;3;1;0;0;PV;Bisaurín;3;[30,40[;H
31;25;1;6;1;2;1;0;0;PV;Bisaurín;2;[30,40[;H
56;25;0;70;0;4;1;1;0;PV;Bisaurín;2;[50,60[;H
52;0;0;0;1;3;1;1;0;CT;Bisaurín;4;[50,60[;H
46;0;0;0;1;3;0;1;0;CT;Bisaurín;3;[40,50[;F
29;10;0;6;1;3;1;1;1;CT;Bisaurín;3;[20,30[;H
28;6;0;1;1;3;0;1;1;CT;Bisaurín;1;[20,30[;F
47;30;0;6;1;3;1;1;1;PV;Bisaurín;1;[40,50[;H
45;30;0;0;1;3;1;1;1;PV;Bisaurín;1;[40,50[;F
17;1;0;0;1;3;1;1;1;PV;Bisaurín;4;[10,20[;F
38;20;1;7;1;4;1;1;0;MU;Bisaurín;1;[30,40[;H
28;20;1;3;1;3;1;1;0;MU;Bisaurín;2;[20,30[;H
23;4;1;1;1;3;1;1;0;MU;Bisaurín;5;[20,30[;H
45;4;0;5;0;3;1;1;0;CL;Bisaurín;4;[40,50[;H
42;4;0;5;0;3;1;1;0;CL;Bisaurín;2;[40,50[;H
31;0;0;0;0;3;1;0;1;CT;Bisaurín;2;[30,40[;H
31;3;1;3;0;2;1;0;1;CT;Bisaurín;5;[30,40[;H
34;6;1;6;0;3;1;0;1;CT;Bisaurín;5;[30,40[;H
34;4;0;0;0;3;0;0;1;CT;Bisaurín;3;[30,40[;F
29;3;0;0;0;3;0;0;1;CT;Bisaurín;3;[20,30[;F
31;1;0;0;0;3;0;0;1;CT;Bisaurín;3;[30,40[;F
32;15;1;6;1;4;1;1;0;PV;Bisaurín;5;[30,40[;H
31;15;1;6;1;4;1;1;0;PV;Bisaurín;3;[30,40[;F
50;35;1;10;0;4;1;1;1;FRA;Bisaurín;1;[50,60[;H
52;40;1;10;0;4;1;1;1;FRA;Bisaurín;1;[50,60[;H
35;35;1;10;0;4;1;1;1;FRA;Bisaurín;3;[30,40[;F
45;35;1;10;0;4;1;1;1;FRA;Bisaurín;4;[40,50[;F
31;5;1;6;0;3;1;1;1;AR;Bisaurín;5;[30,40[;H
69;50;0;7;0;3;1;1;1;AR;Bisaurín;5;[60,70[;H
68;7;0;5;0;3;1;1;1;AR;Bisaurín;3;[60,70[;H
42;15;0;0;0;3;1;1;1;NLD;Bisaurín;5;[40,50[;H
54;15;0;0;0;3;1;1;1;NLD;Bisaurín;3;[50,60[;F
62;55;0;20;1;3;1;1;1;CT;Bisaurín;5;[60,70[;H
74;50;1;100;1;3;1;1;1;CT;Bisaurín;2;[70,80[;H
65;40;1;100;1;3;1;1;1;CT;Bisaurín;4;[60,70[;F
25;1;0;0;0;3;1;1;1;AN;Bisaurín;3;[20,30[;H
31;3;0;0;0;3;1;1;1;AN;Bisaurín;3;[30,40[;H
26;3;0;0;0;3;0;1;1;AN;Bisaurín;1;[20,30[;F
20;1;0;0;0;3;0;1;1;AN;Bisaurín;1;[20,30[;F
51;0;0;0;0;3;1;1;0;M;Bisaurín;2;[50,60[;H
43;0;0;0;0;3;0;1;0;M;Bisaurín;5;[40,50[;H
2;2;0;4;1;3;1;0;0;PV;Tendeñera;2;[0,10[;H
49;30;1;50;1;2;1;0;0;FRA;Tendeñera;5;[40,50[;H
50;30;1;30;1;3;1;0;0;FRA;Tendeñera;2;[50,60[;H
34;3;0;2;1;3;1;0;1;CM;Tendeñera;1;[30,40[;H
27;14;0;40;1;3;1;1;0;CT;Infiernos;4;[20,30[;H
36;2;1;30;1;4;1;1;1;CT;Infiernos;3;[30,40[;H
33;20;1;20;0;3;1;1;0;CT;Infiernos;2;[30,40[;H
26;15;1;4;1;4;1;1;1;NA;Infiernos;1;[20,30[;H
35;7;0;3;1;3;1;1;1;NA;Infiernos;5;[30,40[;H
40;35;1;38;1;3;1;1;1;NA;Infiernos;3;[40,50[;H
31;7;1;75;1;4;1;1;1;NA;Infiernos;3;[30,40[;H
43;5;1;13;1;4;1;1;1;NA;Infiernos;3;[40,50[;F
38;5;1;4;1;3;1;1;1;NA;Infiernos;1;[30,40[;F
27;7;1;10;1;4;1;1;1;NA;Infiernos;4;[20,30[;F
51;20;0;12;1;3;1;1;1;PV;Infiernos;1;[50,60[;H
46;20;1;6;1;3;1;1;1;PV;Infiernos;2;[40,50[;H
28;16;1;15;0;3;1;0;0;CT;Infiernos;5;[20,30[;H
29;16;0;10;0;3;0;0;0;CT;Infiernos;4;[20,30[;H
37;20;0;2;0;4;0;0;1;AR;Infiernos;2;[30,40[;H
35;15;0;5;0;3;0;0;1;AR;Infiernos;3;[30,40[;H
34;15;0;25;0;3;1;0;1;AR;Infiernos;1;[30,40[;H
24;8;0;1;0;3;1;1;1;AR;Infiernos;4;[20,30[;H
18;2;0;1;0;3;1;1;1;AR;Infiernos;3;[10,20[;H
42;1;0;1;0;3;1;1;0;PV;Infiernos;4;[40,50[;H
39;3;0;5;0;3;1;1;0;PV;Infiernos;3;[30,40[;H
38;3;0;5;0;3;1;1;0;PV;Infiernos;5;[30,40[;H
53;30;1;30;1;3;1;1;0;FRA;Infiernos;3;[50,60[;H
60;15;1;1;1;3;1;1;0;FRA;Infiernos;5;[60,70[;F
30;3;1;5;1;3;1;1;0;LR;Infiernos;4;[30,40[;H
28;3;1;4;1;3;1;1;0;LR;Infiernos;1;[20,30[;F
26;10;1;7;0;3;1;1;0;CT;Posets;3;[20,30[;H
28;10;1;7;0;3;1;1;0;CT;Posets;2;[20,30[;F
27;3;1;5;1;3;1;1;0;PV;Posets;2;[20,30[;H
27;3;1;5;1;3;1;1;0;PV;Posets;4;[20,30[;H
24;3;1;5;1;3;1;1;0;PV;Posets;5;[20,30[;H
32;20;0;21;0;3;1;0;0;PV;Posets;1;[30,40[;H
43;25;0;30;1;3;1;1;1;FRA;Posets;1;[40,50[;H
35;25;0;30;1;3;1;1;1;FRA;Posets;1;[30,40[;H
51;25;0;30;1;3;1;1;1;FRA;Posets;5;[50,60[;F
20;0;0;1;1;3;0;1;1;FRA;Posets;5;[20,30[;F
43;15;1;40;0;3;1;1;1;VC;Posets;5;[40,50[;H
40;3;0;6;0;4;1;0;0;PV;Posets;3;[40,50[;H
30;10;1;15;1;4;1;1;1;PV;Posets;1;[30,40[;H
32;15;1;100;1;4;1;1;1;PV;Posets;1;[30,40[;H
25;10;0;1;1;3;1;0;0;M;Monte Perdido;4;[20,30[;H
26;10;0;1;1;3;0;0;0;M;Monte Perdido;3;[20,30[;F
27;7;0;1;0;4;1;0;1;PV;Monte Perdido;5;[20,30[;H
39;25;1;12;0;3;1;0;1;PV;Monte Perdido;5;[30,40[;H
27;10;1;1;1;;1;1;1;POL;Monte Perdido;3;[20,30[;H
25;10;0;1;1;;0;1;1;POL;Monte Perdido;5;[20,30[;F
23;0;0;1;0;3;0;0;0;CT;Monte Perdido;3;[20,30[;H
23;20;1;12;0;4;0;0;0;CT;Monte Perdido;3;[20,30[;H
24;7;0;4;0;3;1;0;0;CT;Monte Perdido;2;[20,30[;H
20;0;0;1;0;3;1;0;0;CT;Monte Perdido;3;[20,30[;F
48;7;0;1;1;4;1;1;0;M;Monte Perdido;5;[40,50[;H
48;7;0;18;1;4;1;1;0;M;Monte Perdido;3;[40,50[;H
23;10;0;1;0;3;1;1;1;EX;Monte Perdido;5;[20,30[;H
23;10;0;1;0;3;1;1;1;EX;Monte Perdido;3;[20,30[;H
33;13;0;20;1;3;1;0;1;M;Monte Perdido;5;[30,40[;H
16;8;0;3;0;3;1;1;0;CT;Monte Perdido;5;[10,20[;H
16;8;0;3;0;3;0;1;0;CT;Monte Perdido;5;[10,20[;H
25;20;0;5;1;3;1;1;0;CT;Monte Perdido;4;[20,30[;H
24;20;0;5;1;3;0;1;0;CT;Monte Perdido;1;[20,30[;F
28;10;1;30;1;3;1;1;1;IRL;Monte Perdido;3;[20,30[;H
28;0;0;0;1;3;1;1;1;IRL;Monte Perdido;1;[20,30[;H
29;0;0;0;1;3;1;1;1;IRL;Monte Perdido;4;[20,30[;H
26;0;0;0;1;3;1;1;1;IRL;Monte Perdido;2;[20,30[;H
26;0;0;0;1;3;1;1;1;IRL;Monte Perdido;5;[20,30[;H
29;0;0;0;1;3;1;1;1;IRL;Monte Perdido;1;[20,30[;H
29;0;0;0;1;3;1;1;1;IRL;Monte Perdido;1;[20,30[;F
29;0;0;0;1;3;1;1;1;IRL;Monte Perdido;5;[20,30[;F
28;15;0;25;0;3;1;1;0;CT;Posets;3;[20,30[;H
24;4;1;7;1;4;1;1;1;PV;Posets;2;[20,30[;H
24;5;1;5;1;4;1;1;1;PV;Posets;2;[20,30[;H
30;26;1;1;1;3;1;1;1;PV;Posets;5;[30,40[;H
27;20;1;50;1;3;1;1;1;PV;Posets;2;[20,30[;H
34;15;0;25;0;3;1;1;1;CT;Posets;2;[30,40[;H
23;15;0;20;0;4;1;1;1;CT;Posets;3;[20,30[;H
29;15;0;25;0;4;1;1;1;CT;Posets;3;[20,30[;H
51;20;0;6;0;3;0;1;1;CT;Posets;1;[50,60[;F
57;20;0;40;0;4;1;1;1;CT;Posets;3;[50,60[;H
58;45;1;50;1;4;1;0;1;PV;Posets;4;[50,60[;H
59;45;1;20;1;4;1;0;1;PV;Posets;2;[50,60[;H
31;12;0;60;1;4;1;1;0;CT;Posets;5;[30,40[;H
38;20;1;60;1;4;1;1;0;CT;Posets;3;[30,40[;H
26;5;0;5;1;4;1;1;0;CT;Posets;5;[20,30[;F
48;30;0;10;1;3;1;1;1;CT;Posets;1;[40,50[;H
39;;0;;1;3;1;1;1;CT;Posets;3;[30,40[;H
29;15;0;70;1;3;1;1;1;CT;Posets;5;[20,30[;H
45;;0;;1;3;1;1;1;CT;Posets;1;[40,50[;H
46;36;1;150;1;4;1;1;1;CT;Posets;4;[40,50[;H
26;8;1;15;1;4;1;1;1;CT;Posets;4;[20,30[;H
24;9;0;2;1;3;1;1;1;CT;Posets;3;[20,30[;H
26;4;1;5;1;4;1;1;1;CT;Posets;2;[20,30[;H
34;6;0;4;1;4;1;1;1;CT;Posets;3;[30,40[;H
26;6;1;8;1;3;1;1;1;CT;Posets;2;[20,30[;H
28;6;0;1;1;3;1;1;1;CT;Posets;3;[20,30[;F
30;3;0;5;1;3;1;1;1;CT;Posets;3;[30,40[;H
32;2;0;3;1;4;1;1;1;CT;Posets;2;[30,40[;F
